auth;continue-with-email;Continue with email;;
auth;whats-your-name;Please tell us your name;;
auth;sign-up-ready;Welcome! Lets get you signed up.;;
auth;name-surname;Name and surname;;
auth;have-account;I have an account;;
auth;lets-get-details;Let's get to the details;;
auth;email-address;Email address;;
auth;terms-privacy;By continuing you agree to our terms of service and privacy policy;;
auth;what-phone-number;Please fill in your phone number.;;
auth;password-description;Choose a strong password to secure your account. You can update it later in the settings.;;
auth;now-make-it-all-secure;Now to make it all secure;;
auth;password;Password;;
auth;repeat-password;Repeat password;;
auth;finish-up;Finish up;;
auth;welcome-to-fms;Welcome to FieldFlow,;;
auth;ready-use-fms;You're ready to go. Go on and explore Doktar's all-in-one system for your most crucial agricultural needs!;;
auth;password-8-characters;Passwords should be at least 8 characters long.;;
auth;password-contain-numbers-special;Passwords should contain a mix of letters, numbers and special characters.;;
auth;password-8-contain-upper-case;Passwords should contain at least one upper case letter.;;
auth;password-8-not-contain-personal-info;Passwords should not contain easily guessable information such as personal information or common words.;;
auth;welcome-farm-management-system;Welcome to FieldFlow;;
auth;please-fill-fields;Please enter your account information;;
auth;forgot-password;Having trouble logging in? Let's recover your password.;;
auth;login;Login;;
auth;continue-accounts-below;or continue with one of your accounts below;;
auth;reset-password-email;Enter the email address associated with your account and we'll send you a link to reset your password.;;
auth;email;Email;;
auth;send-reset-link;Send reset link;;
auth;e-mailed-reset-link;We have sent you a password reset link. Please check your inbox or spam folder.;;
auth;resend-link;Resend link;;
auth;too-many-reset;You've requested too many password resets today. Please try again in 24 hours or;;
auth;contact-us;Contact Us;;
auth;create-new-password;Create a new password;;
auth;lets-get-new-password;Please select a new password that meets the following criteria:;;
auth;new-password;New password;;
auth;repeat-new-password;Repeat new password;;
auth;changed-successfully;Password changed successfully;;
auth;new-password-login;Please use your new password to login;;
auth;what-email-address;Please fill in your email address;;
constants;Insecticide;Insecticide;;
constants;Herbicide;Herbicide;;
constants;Fungicide;Fungicide;;
constants;Organik;Organic;;
constants;Konvansiyonel;Conventional;;
constants;Sulamıyorum;Non-Irrigated Arable Land;;
constants;Yağmurlama;Sprinkler Irrigation;;
constants;Salma;Surface Irrigation;;
constants;Damla;Drip Irrigation;;
constants;Center Pivot;Center Pivot;;
constants;İnce Kumlu-Tınlı;Fine Sandy Loamy;;
constants;Killi-Tınlı;Clay Loam;;
constants;Kumlu-Killi-Tınlı;Sandy Clay Loam;;
constants;Kumlu-Tınlı;Sandy Loam;;
constants;Siltli-Killi-Tınlı;Silty Clay Loam;;
constants;Siltli-Killi;Silty Clay;;
constants;Siltli-Tınlı;Silt Loam;;
constants;Tınlı-Kumlu;Loamy Sand;;
constants;Tınlı;Loam;;
constants;Killi;Clay;;
constants;Kumlu;Sand;;
constants;Milli;Silt;;
constants;Asidik;Acidic;;
constants;Bazik;Alkaline;;
constants;Nötr;Neutral;;
constants;Milli-Killi;Silty Clay;;
constants;Default;Default;;
constants;Mantar;Fungus;;
constants;Böcek;Insect;;
constants;Besin Eksikliği;Nutrient Deficiency;;
constants;Su;Water;;
constants;Azot;Nitrogen;;
constants;Altyapı;Structure;;
constants;Virüs;Virus;;
constants;Fosfor Eksikliği;Phosphorus Deficiency;;
constants;Potasyum Eksikliği;Potassium Deficiency;;
constants;Çinko Eksikliği;Zinc Deficiency;;
constants;Magnezyum Eksikliği;Magnesium Deficiency;;
constants;Kalsiyum Eksikliği;Calcium Deficiency;;
constants;Demir Eksikliği;Iron Deficiency;;
constants;Bakır Eksikliği;Copper Deficiency;;
constants;Obruk;Pothole;;
constants;Dolu;Hail;;
constants;Damlatıcı Tıkanması;Dripper Blockage;;
constants;Su Öbeği;Water Heap;;
constants;Ekilmemiş Alan;Uncultivated Area;;
constants;Farklı Çeşit;Different Variety;;
constants;Gelişme;Vegetative Growth;;
constants;Meyve bağlama;Fruit Setting;;
constants;Diğer;Other;;
constants;Hastalık;Disease;;
constants;Sulama;Irrigation;;
constants;Yabancı Ot;Weed;;
constants;Zararlı;Pest;;
constants;null;N/A;;
constants;Göllendirme;Ponding;;
constants;Liquid Fertilizers;Liquid Fertilizers;;
constants;Organomineral Fertilizers;Organomineral Fertilizers;;
constants;Plant Growth Regulators;Plant Growth Regulators;;
constants;Solid Fertilizers;Solid Fertilizers;;
constants;5. yaprak;5. Leaf;;
constants;Filizlenme;Germination;;
constants;Başaklanma;Earing;;
constants;9. yaprak;9. Leaf;;
constants;Koçan oluşumu;Corn cob Development;;
constants;Püsküllenme;Tassel Emergence;;
constants;3. gerçek yaprak;3. Leaf;;
constants;Koza oluşumu;Cotton Ball Development;;
constants;Kozanın açılması;Cotton Ball Opening;;
constants;Çimlenme;Germination;;
constants;3. yaprak;3. Leaf;;
constants;Tomurcuklanma;Budding;;
constants;Kapsülün oluşumu;Capsule Development;;
constants;Kapsül çizimi;Capsule Cut;;
constants;4. yaprak;4. Leaf;;
constants;Fide boyu 50 cm;Steam Reaches 50 cm;;
constants;Yaprak kırma;Harvest;;
constants;Çiçek tablası oluşumu;Flowerbud Development;;
constants;Dallanma;Ramificatin;;
constants;Yaprak oluşumu;Leaf Formation;;
constants;2. yaprak çifti;2. Leaf;;
constants;Tabla oluşumu;Receptacle Development;;
constants;6-10 Yaprak;6-10 Leaf;;
constants;Şaşırtma (fideleme);Seedling;;
constants;Gelişme dönemi;Vegetative Growth;;
constants;7. yaprak oluşumu;7. Leaf;;
constants;Yeniden büyüme;Regrowth;;
constants;Sürgün gelişme dönemi;Shoot Growth;;
constants;Çiçeklenme öncesi;Pre-Flowering;;
constants;Koza gelişim dönemi;Fruit Development;;
constants;İlk mahsul;First Crop;;
constants;Çiçek tomurcuğu oluşumu;Bud Development;;
constants;Son mahsul;Last Crop;;
constants;Olgunlaşma;Ripening;;
constants;Erkek çiçeklerin görülmesi;Bud Break;;
constants;Dişi çiçeklerin görülmesi;Female Flower Development;;
constants;Yapraklanma;Leafing;;
constants;Büyüme;Germination;;
constants;Yaprakların büyümesi;Leaf Growing;;
constants;Yaprakların çoğalması;Leaf Multiplication;;
constants;Çiçek sapı oluşumu;Flower Stem;;
constants;Yeni yaprakların görülmesi;New Leaf Presence;;
constants;Çiçek salkımı oluşumu;Raceme Development;;
constants;Çiçek gruplarının görülmesi;Raceme Development;;
constants;Salkım oluşumu;Raceme Development;;
constants;Tomurcukların kabarması;Bud Break;;
constants;Tomurcukların açılması;Bud Opening;;
constants;Çiçeklenme;Flowering;;
constants;Meyve oluşumu;Fruit Development;;
constants;Ekim Dikim;Planting;;
constants;Uyanma;Awakening;;
constants;N/A;N/A;;
constants;Ekim ;Planting;;
constants;Hasat;Harvest;;
constants;Sürme;Bud Break;;
constants;Ekim;Planting;;
constants;1. kesim;First Cut;;
constants;6. yaprak;6 Leaf;;
constants;Yüzeyde en fazla yapraklanma;Maximum Leaf;;
constants;Çiçeklenme dönemi;Flowering;;
constants;Çimlenme-Filizlenme;Germination;;
constants;Daneler irileşmeye başlayınca aralar tam kapanmadan;Berry Enlargement;;
constants;Daneler tatlanma döneminde;Berry Sugar Level Increase;;
constants;Gövdenin görünmesi;Stem Developement;;
constants;İlk gerçek yaprak çifti;First Leaf;;
constants;Kardeşlenme;Tillering;;
constants;Kol atma;Branching;;
constants;Sapa kalkma;Bolting;;
constants;Son kesim;Last Cut;;
constants;Sürgünler 25-30 cm boya ulaşınca;Shoots 25-30 cm;;
constants;Tane tutum ve irileşme dönemi;Setting;;
constants;Yaprak solgunluğu;Leaves Withering;;
constants;Yeşil olgunluk;Green Capsule;;
constants;Yeşil-sarı olgunluk;Brown Capsule;;
constants;Yumru oluşumu;Tuberization;;
constants;Yumruların şişmesi;Tuberization;;
constants;Harvest date;Harvest;;
constants;Sowing date;Sowing;;
constants;mm;mm;;
constants;ton/ha;ton/ha;;
constants;kg/da;kg/da;;
constants;kg/ha;kg/ha;;
constants;ton/da;ton/da;;
constants;%;%;;
constants;mg/kg;mg/kg;;
constants;mmol/kg;mmol/kg;;
constants;ppm;ppm;;
constants;l/ha;l/ha;;
menu-header;dashboard;Dashboard;;
menu-header;fields;Fields;;
menu-header;services;Services;;
menu-header;crop-health;Crop Health;;
menu-header;agroclimate;Agroclimate;;
menu-header;pest-disease-warnings;Pest & Disease Warnings;;
menu-header;irrigation;Irrigation;;
menu-header;soil-analysis;Soil Analysis;;
menu-header;graphs;Graphics;;
menu-header;reports;Reports;;
filiz-home;welcome-back;Welcome back;;
filiz-home;latest-updates;Last updated on;;
filiz-home;wind-speed;Wind Speed;;
filiz-home;precipitation;Precipitation;;
filiz-home;light-intensity;Light Intensity;;
filiz-home;air-humiditiy;Air Humiditiy;;
filiz-home;temperature;Temperature;;
filiz-home;soil-humidity;Soil Humidity;;
filiz-home;soil-temperature;Soil Temperature;;
filiz-home;no;No Risk;;
filiz-home;low;Low Risk;;
filiz-home;high;High Risk;;
filiz-home;fungus-risk;Fungus Risk;;
filiz-home;soil-moisture;Soil Moisture;;
filiz-home;gdd;GDD;;
filiz-home;chilling-hours;Chilling Hours;;
filiz-home;windstorm-risk;Windstorm Risk;;
filiz-home;rainfall-risk;Rainfall Risk;;
filiz-home;frost-risk;Frost Risk;;
filiz-home;inadequate;Inadequate;;
filiz-home;adequate;Adequate;;
filiz-home;std;Std.;;
filiz-home;utah;UTAH;;
filiz-home;nc;NC;;
filiz-home;sensor-history;Sensor History;;
filiz-home;AirHumidity;Air Humidity is a humidity value measured by Filiz’s top air sensor;;
filiz-home;view-sensor-history;View sensor history;;
filiz-home;select-graph-type;Select graph type:;;
filiz-home;start-date;Start date;;
filiz-home;end-date;End date;;
filiz-home;results;Results;;
filiz-home;select-period;Select period:;;
filiz-home;daily;Daily;;
filiz-home;hourly;Hourly;;
filiz-home;expand;Expand;;
filiz-home;min;MIN;;
filiz-home;avg;AVG;;
filiz-home;max;MAX;;
filiz-home;AirTemperature;Air Temperature;;
filiz-home;very_dry;<5;;
filiz-home;over_moisture;>50;;
filiz-home;%RH;%RH;;
agroclimate;sensor;Sensors;;
agroclimate;weather;Weather;;
agroclimate;summary;Summary;;
agroclimate;analysis;Analysis;;
agroclimate;edit-device;Edit device;;
agroclimate;battery;Battery;;
agroclimate;network;Network;;
agroclimate;status;Status;;
agroclimate;on;On;;
agroclimate;off;Off;;
agroclimate;view-map;View on the map;;
agroclimate;very good;Very Good;;
agroclimate;good;Good;;
agroclimate;low;Low;;
agroclimate;very low;Very Low;;
agroclimate;no-signal;No Signal;;
agroclimate;;-;;
agroclimate;empty-header;Device not found;;
agroclimate;empty-description;Tap the button to add your Filiz device;;
agroclimate;empty-button;Add a device;;
agroclimate;add-device;Add a device;;
agroclimate;confirm;Confirm;;
agroclimate;device-id;Device ID;;
agroclimate;long-id-number;Long ID number;;
sensor-info;device-not-exist-header;ID number is not correct;;
sensor-info;device-not-exist-description;Please check ID number and re-enter;;
pest-disease;pest-tracking;Pest Tracking;;
pest-disease;disease-warnings;Disease Warnings;;
pest-disease;spraying;Spraying;;
pest-disease;summary;Overview;;
pesttrapp-home;%RH;%RH;;
pesttrapp-home;temperature;Temperature;;
pesttrapp-home;time;Time;;
pesttrapp-home;humidity;Humidity;;
pesttrapp-home;date;Date;;
pesttrapp-home;show;Show;;
pesttrapp-home;share;Share;;
pesttrapp-home;images;Images;;
pesttrapp-home;battery;Battery;;
pesttrapp-home;network;Network;;
pesttrapp-home;status;Status;;
pesttrapp-home;on;On;;
pesttrapp-home;off;Off;;
pesttrapp-home;very good;Very Good;;
pesttrapp-home;good;Good;;
pesttrapp-home;low;Low;;
pesttrapp-home;very low;Very Low;;
pesttrapp-home;no-signal;No Signal;;
pesttrapp-home;;-;;
pesttrapp-home;pest-count;Pest Count;;
pesttrapp-home;last-catch;Last Catch;;
pesttrapp-home;sticky-trap;Sticky Trap;;
pesttrapp-home;last-change-date;Last change date;;
pesttrapp-home;change;Change;;
pesttrapp-home;pheromone-lure;Pheromone Lure;;
pesttrapp-home;expiration-date;Expiration date;;
pesttrapp-home;pest-type;Pest Type;;
pesttrapp-home;spraying;Spraying;;
pesttrapp-home;last-spraying-date;Last spraying date;;
pesttrapp-home;timeline;Timeline;;
pesttrapp-home;edit;Edit;;
pesttrapp-home;view;View;;
pesttrapp-home;change-sticky-trap;Change sticky trap;;
pesttrapp-home;view-pheromone-change;View pheromone changes;;
pesttrapp-home;empty-description;Tap the button to add your PestTrap device;;
pest;sticky-trap-changes;Sticky trap changes;;
pest;last-change-date;Last change date;;
pest;change-date;Change date;;
pest;add-date;Add a date;;
bug;SalkimGuvesi;European Grapevine Moth;;
bug;ElmaIcKurdu;Codling Moth;;
bug;ZeytinGuvesi;Olive Moth;;
bug;DomatesGuvesi;Tomato Leafminer;;
bug;CicekTripsi;Western Flower Thrips;;
bug;PatatesGuvesi;Potato Tuber Moth;;
bug;PamukPembeKurt;Pink Bollworm;;
bug;PamukYaprakKurdu;African Cotton Leafworm;;
bug;YesilKurt;Cotton Bollworm;;
bug;HarnupGuvesi;Locust Bean Moth;;
bug;DoguMeyveGuvesi;Oriental Fruit Moth;;
bug;ElmaYaprakBukeni;European Leaf Roller;;
bug;AkdenizMeyveSinegi;Mediterranean Fruit Fly;;
bug;ZeytinSinegi;Olive Fruit Fly;;
bug;KizilAgacKurdu;Carpenter Moth;;
bug;LimonCicekGuvesi;Citrus Flower Moth;;
bug;KirazSinegi;Cherry Fruit Fly;;
bug;SeftaliGuvesi;Peach Twig Borer;;
bug;ErikIcKurdu;Red Plum Maggot;;
bug;SariAgacKurdu;Leopard Moth;;
bug;ElmaGovdeKurdu;Red-Belted Clearwing;;
bug;BaklaZinni;Apple Blossom Beetle;;
bug;KirmiziPalmiyeBocegi;Red Palm Weevil;;
bug;KuruMeyveGuvesi;Indian-Meal Moth;;
bug;DegirmenGuvesi;Mediterranean Flour Moth;;
bug;TatliKurt;Cigarette Beetle;;
bug;ArpaGuvesi;Angoumois Grain Moth;;
bug;BugdayBiti;Grain Weevil;;
bug;ElbiseGuvesi;Clothes Moth;;
bug;GoknarBuyukKabukBocegi;Fir Engraver Beetle;;
bug;YatayDisliGoknarKabukBocegi;Bark Beetle;;
bug;AkdenizCamKabukBocegi;Mediterranean Pine Beetle;;
bug;OnikiDisliCamKabukBocegi;Six-Toothed Bark Beetle;;
bug;CamSurgunBukucusu;European Pine Shoot Moth;;
bug;CamKeseBocegi;Pine Processionary Moth;;
bug;CamKulturHortumluBocegi;Small Banded Pine Weevil;;
bug;KucukOrmanBahcivani;Lesser Pine Shoot Beetle;;
bug;BuyukOrmanBahcivani;Common Pine Shoot Beetle;;
bug;AkdenizOrmanBahcivani;Mediterranean Pine Shoot Beetle;;
bug;AltiDisliCamKabukBocegi;Engraver Beetle;;
bug;KucukGoknarKabukBocegi;Small Fir Bark Beetle;;
bug;FindikDalkiran;Pear Bright Beetle;;
bug;SekizDisliCamKabukBocegi;Eight-Toothed Bark Beetle;;
bug;AltinGozluBocek;Common Green Lacewing;;
bug;TutunTripsi;Tobacco Thrips;;
bug;TutunBeyazsinegi;Tobacco Whitefly;;
bug;SeraBeyazsinegi;Greenhouse Whitefly;;
bug;TuruncgilBeyazsinegi;Citrus whitefly;;
bug;Ari;Bee;;
bug;SoganSinegi;Onion Fly;;
bug;TutunBeyazSinegi;Tobacco Whitefly;;
bug;SeraBeyazSinegi;Greenhouse Whitefly;;
bug;TuruncgilBeyazSinegi;Citrus Whitefly;;
bug;Cisim;Other;;
bug;MisirKocanKurdu;Mediterranean Corn Stalk Borer;;
bug;Sinek;Fly;;
bug;Feromon;Pheromone;;
bug;Tanimsiz;Unidentified;;
bug;AkdikenYaprakbukeni;Brown Oak Tortrix;;
bug;AntepfistigiDalGuvesi;Pistachio Twig Borer;;
bug;AtKestanesiYaprakOyucusu;Horsechestnut Leafminer;;
bug;AvrupaCamGuvesi;Pine-Tree Lappet;;
bug;AvrupaTahilGuvesi;European Grain Moth;;
bug;AycicegiGuvesi;Sunflower Moth;;
bug;Ayvaİckurdu;Quince Moth;;
bug;BatiMisirKokkurdu;Western Corn Rootworm;;
bug;BenekliSapKurdu;Spotted Stem Borer;;
bug;BezelyeKapsulKurdu;Pea Moth;;
bug;Bozkurt;Turnip Moth;;
bug;CaliantenliCamYaprakarisi;Common Pine Sawfly;;
bug;CamGuvesi;Pine Beauty Moth;;
bug;CamTekebocegi;Pine Sawyer Beetle;;
bug;DepoBocekleri;Skin Beetles;;
bug;DikenliKurt;Egyptian Stem Borer;;
bug;DisliBocek;Merchant Grain Beetle;;
bug;DouglasGoknarıKabukbocegi;Douglas-Fir Beetle;;
bug;DutKabukluBiti;Mulberry Scale;;
bug;EkmekBocegi;Drugstore Beetle;;
bug;ElmaGuvesi;Apple-fruit Moth;;
bug;ElmaYaprakGaleriGuvesi;Spotted Tentiform Leafminer;;
bug;GamaliKelebek;Silver Y;;
bug;GoknarSurgunKelebegi;European Fir Budworm;;
bug;GüzTirtili;Fall Armyworm;;
bug;İncirKurdu;Almond Moth;;
bug;Kabukbocegi;Black Hills Beetle;;
bug;KahverengiKokarcaBocegi;Brown Marmorated Stink Bug;;
bug;KanadiNoktaliSirkeSinegi;Spotted Wing Drosophila;;
bug;KaraagacYaprakbukeni;Variegated Golden Tortrix;;
bug;KavakKelebegi;Poplar Clearwing Moth;;
bug;KirazCicegiGuvesi;Cherry Fruit Moth;;
bug;KirmaBiti;Confused Flour Beetle;;
bug;KirmiziTomurcukTirtili;Bud Moth;;
bug;Kirtirtili;Gypsy Moth;;
bug;KisGuvesi;Winter Moth;;
bug;KucukMeyveGuvesi;Appleseed Moth;;
bug;KusuzumuOyucusu;Currant Clearwing;;
bug;LahanaGuvesi;Cabbage Moth;;
bug;LahanaYaprakguvesi;Diamondback Moth;;
bug;MeyveYaprakbukucusu;Rhomboid Tortrix;;
bug;MisirdaPamukKurdu;Cotton Leafworm;;
bug;MisirKurdu;European Maize Borer;;
bug;MisirYuvarlakKurdu;Corn Earworm;;
bug;PamukCizgiliYaprakKurdu;Beet Armyworm;;
bug;PirasaGuvesi;Leek Moth;;
bug;PirincBiti;Rice Weevil;;
bug;PolifagYaprakBukucusu;Grey Red-Barred Twist;;
bug;PortakalGuvesi;Honeydew Moth;;
bug;RecineKelebegi;Pine Tip Moth;;
bug;SedirKabukBocegi;-;;
bug;TestereliBocek;Saw-Toothed Grain Beetle;;
bug;TomurcukTirtili;Apple Brown Tortrix;;
bug;TutunGuvesi;Cacao Moth;;
bug;TutunTomurcukKurdu;Oriental Tobacco Budworm;;
bug;Unakari;Flour Mite;;
bug;UnBiti;Red Flour Beetle;;
bug;Yaprakyapistiran;Summer Fruit Tortrix;;
bug;YaprakYesiltirtili;Bud Moth;;
bug;YesilTirtil;Clouded Drab;;
bug;Asyagergedanbocegi;Asiatic Rhinoceros Beetle;;
bug;null;Null;;
bug;no-type;Add type;;
bug;Palmiye;Palm;;
bug;Cekirge;Grasshopper;;
bug;SigaraBocegi;Cigarette beetle;;
bug;AgustosBocegi;Cicada;;
bug;KahverengiKokarca;Brown Skunk;;
bug;Dalkiran;Dalkiran;;
crop;Marul;Lettuce;;
crop;Roka;Arugula;;
crop;Tere;Cress;;
crop;Karpuz;Watermelon;;
crop;Kavun;Melon;;
crop;Fasülye;Bean;;
crop;Elma;Apple;;
crop;Kiraz;Cherry;;
crop;Portakal;Orange;;
crop;Zeytin;Olive;;
crop;Ceviz;Walnut;;
crop;Patlıcan;Eggplant;;
crop;Buğday;Wheat;;
crop;Fiğ;Vetch;;
crop;Çilek;Strawberry;;
crop;Burçak;Bitter Vetch;;
crop;Bağ Kurutmalık;Raisin;;
crop;Ahududu;Raspberry;;
crop;Altıntop (Greyfurt);Grapefruit;;
crop;Anason;Anise;;
crop;Antepfıstığı;Pistachios;;
crop;Armut;Pear;;
crop;Arpa;Barley;;
crop;Aspir;Safflower;;
crop;Ayçiçeği;Sunflower;;
crop;Ayva;Quince;;
crop;Badem;Almond;;
crop;Bakla;Broad Bean;;
crop;Bamya;Okra;;
crop;Bezelye;Pea;;
crop;Börülce;Cowpea;;
crop;Brokkoli;Broccoli;;
crop;Çavdar;Rye;;
crop;Çeltik;Paddy;;
crop;Dereotu;Dill;;
crop;Dut;Mulberry;;
crop;Enginar;Artichoke;;
crop;Erik;Plum;;
crop;Filotu;Giant Miscanthus;;
crop;Haşhaş;Poppy;;
crop;Havuç;Carrot;;
crop;İğde;Silverberry;;
crop;İncir;Fig;;
crop;Ispanak;Spinach;;
crop;Kabak;Zucchini;;
crop;Kanola;Canola;;
crop;Karnabahar;Cauliflower;;
crop;Kayısı;Apricot;;
crop;Kayısı Kurutmalık;Dried Apricot;;
crop;Keçi Boynuzu;Carob;;
crop;Kekik;Thyme;;
crop;Kereviz;Celery;;
crop;Kestane;Chestnut;;
crop;Kimyon;Cumin;;
crop;Kivi;Kiwi;;
crop;Korunga;Sainfoin;;
crop;Sarımsak Kuru;Garlic;;
crop;Soğan Kuru;Onion;;
crop;Lahana;Cabbage;;
crop;Limon;Lemon;;
crop;Mandarin;Tangerines;;
crop;Maydanoz;Parsley;;
crop;Mercimek;Lentil;;
crop;Mürdümük;Grass Pea;;
crop;Muşmula;Medlar;;
crop;Nane;Mint;;
crop;Nar;Pomegranate;;
crop;Nohut;Chickpea;;
crop;Pamuk;Cotton;;
crop;Pazı;Chard;;
crop;Pırasa;Leek;;
crop;Şeftali;Peach;;
crop;Şekerpancarı;Sugar Beet;;
crop;Semizotu;Purslane;;
crop;Sorgum;Sorghum;;
crop;Soya Fasülyesi;Soybean;;
crop;Susam;Sesame;;
crop;Sarımsak Taze;Green Garlic;;
crop;Soğan Taze;Green Onion;;
crop;Trabzon Hurması;Persimmon;;
crop;Tritikale;Triticale;;
crop;Tütün;Tobacco;;
crop;Üçgül;White Clover;;
crop;Vişne;Cherry;;
crop;Yenidünya;Loquat;;
crop;Yerfıstığı;Groundnut;;
crop;Yonca;Alfalfa;;
crop;Yulaf;Oat;;
crop;Biber;Pepper;;
crop;Hıyar;Cucumber;;
crop;Patates;Potato;;
crop;Bağ Şaraplık;Grape Wine;;
crop;Bağ Sofralık;Grape;;
crop;Fındık;Hazelnut;;
crop;Nektarin;Nectarines;;
crop;Çay;Tea;;
crop;Mısır Silajlık;Corn Silage;;
crop;Barbunya;Kidney Bean;;
crop;Böğürtlen;Blackberry;;
crop;Acur;Armenian Cucumber;;
crop;Mısır Danelik;Corn;;
crop;Kuru soğan tohum;Onion Seed;;
crop;Soğan Arpacık;Potato Onions;;
crop;Şalgam;Turnip;;
crop;Şalgam Yemlik;Forage Turnip;;
crop;Fasülye Kuru;Haricot Bean;;
crop;Brüksel Lahanası;Brussels Sprouts;;
crop;Fasülye (2. Ürün);Beans (2.Planting);;
crop;Muz;Banana;;
crop;Turp;Radish;;
crop;Çörek Otu;Black Cumin;;
crop;Şerbetçiotu;Hop;;
crop;Domates Sanayilik;Tomato Paste;;
crop;Domates Sofralık;Tomato;;
crop;Domates;Tomato;;
crop;Tatlı Mısır;Sweet Corn;;
crop;Tohumluk Mısır;Corn Seed;;
crop;Kinoa;Quinoa;;
crop;Pancar Kırmızı;Red Beet;;
crop;Mısır Cin (Patlak);Popcorn;;
crop;Çim;Grass;;
crop;Turşuluk Hıyar;Gherkin;;
crop;Patates Sanayilik;Potato Industry;;
crop;Seçiniz;Choose;;
crop;Ödemiş Mısır;Odemis Corn;;
crop;farm-not-sowing;No Field Planted;;
crop;Adaçayı;Sage;;
crop;Ağaç Kavunu;Citron;;
crop;Ahlat;Wild Pear;;
crop;Ak Üçgül;White Clover;;
crop;Alabalık;Trout;;
crop;Alıç;Hawthorn;;
crop;Altınçilek;Golden Strawberry;;
crop;Anaç manda;Broodstock;;
crop;Arapsaçı;Tangle;;
crop;Arı;Bee;;
